0 199 199 164 113 83 65 53 47 80 35 26 23 20 20 20 23 38 113 164 74 199 173 199 199 199 104 199 199 199 199 199 
1 199 119 68 50 38 32 26 23 20 23 17 20 14 14 14 11 62 146 188 29 128 199 199 128 199 56 199 199 199 199 199 
2 199 158 92 62 53 44 38 44 44 38 32 29 35 89 29 26 23 23 38 199 68 199 50 199 199 199 122 199 199 199 199 
3 199 131 77 56 44 35 29 35 29 26 26 20 23 35 29 32 56 107 59 44 199 83 32 199 199 199 199 92 199 199 199 
4 199 182 119 92 74 68 59 59 50 53 59 62 65 59 56 71 95 143 125 113 74 35 199 199 199 122 119 199 62 199 199 
5 199 128 74 56 47 38 35 44 41 32 29 29 35 38 65 44 32 71 62 199 128 199 110 188 199 38 167 199 199 199 199 
6 199 191 199 161 134 107 116 110 98 83 14 41 38 35 35 41 62 119 77 122 199 199 119 199 199 122 164 199 199 158 199 
7 199 185 104 71 56 47 38 47 32 26 23 23 23 20 23 26 143 65 137 83 199 158 188 199 199 134 199 199 199 199 92 
8 199 161 98 74 56 50 44 38 41 41 44 41 32 32 38 26 47 95 199 137 119 199 98 199 199 199 56 128 199 199 199 
9 199 199 199 199 199 170 137 119 104 95 92 95 68 62 50 38 176 199 35 56 71 199 199 199 199 199 199 199 199 199 176 
10 199 77 53 161 119 92 74 62 56 53 53 47 44 41 62 44 47 47 50 50 50 50 140 199 50 199 199 74 199 199 199 
11 199 199 199 161 128 197 131 140 41 35 35 32 20 38 95 77 56 119 41 199 137 167 199 199 110 199 199 199 199 199 199 
12 199 199 158 140 107 89 77 71 62 59 50 47 38 35 32 32 23 44 143 199 199 146 199 199 199 83 199 199 199 199 199 
13 199 128 74 53 41 38 32 29 26 23 20 41 17 17 17 56 71 92 199 95 199 113 199 53 199 89 199 125 149 199 199 
14 199 107 62 41 35 44 32 29 26 26 26 20 23 26 20 77 26 23 199 170 199 53 199 71 199 199 199 199 158 199 199 
15 199 155 92 65 53 47 41 35 32 26 32 26 26 26 20 59 134 83 44 38 41 199 199 122 50 199 155 32 199 199 199 
16 199 137 83 59 50 41 38 32 50 32 29 32 38 50 26 47 41 86 50 95 199 199 199 149 173 137 199 199 199 199 199 
17 199 191 110 83 68 56 53 50 44 47 83 53 20 47 50 20 188 107 158 125 164 199 199 199 199 179 122 199 122 199 199 
18 199 199 137 101 71 65 50 47 38 38 35 35 29 29 26 179 134 125 191 199 101 199 199 134 167 62 146 199 199 199 179 
19 199 182 101 74 59 53 47 44 41 26 20 17 17 14 20 26 71 41 199 104 74 199 199 199 182 74 199 199 199 199 199 
20 199 199 199 185 143 104 74 56 50 50 47 38 29 26 23 20 149 101 77 107 199 199 131 199 199 199 104 41 199 199 199 
21 199 199 119 86 65 53 44 38 38 35 32 29 29 26 53 188 167 41 179 199 158 92 50 199 199 173 199 98 199 199 199 
22 199 149 83 59 44 38 32 26 23 20 20 32 26 17 17 17 14 155 199 167 199 199 125 199 199 74 89 199 199 199 199 
23 199 101 56 44 35 29 23 20 17 20 17 14 11 32 20 47 199 199 199 38 62 199 199 74 179 199 199 158 199 199 199 
24 199 164 113 101 95 92 89 74 80 71 170 149 134 116 101 128 199 56 62 29 131 199 167 199 199 170 199 199 199 199 199 
25 199 92 59 41 35 29 29 26 23 17 35 23 26 20 23 20 191 199 164 80 199 199 53 199 199 161 199 199 199 199 199 
26 199 101 62 53 47 41 35 38 29 38 35 32 26 23 23 23 17 199 44 98 199 199 107 199 199 199 167 83 104 188 199 
27 199 131 74 53 44 35 29 26 23 20 35 14 23 20 20 125 38 125 101 199 199 199 199 86 199 199 199 199 199 199 199 
28 199 128 80 59 50 41 35 29 29 26 23 23 20 23 20 11 134 140 182 199 95 199 176 199 182 143 199 199 199 146 188 
29 199 199 128 95 77 59 56 53 53 68 44 35 29 29 26 182 92 199 20 71 53 59 47 104 80 199 134 199 199 199 199 
30 199 197 119 89 68 56 47 41 41 38 56 32 29 26 23 68 188 146 197 191 199 173 107 199 92 116 199 199 199 199 199 
31 199 199 167 119 89 68 56 50 44 38 38 38 38 65 89 199 149 199 26 158 29 44 199 74 199 199 199 199 199 199 199 
32 199 199 134 95 74 68 65 80 62 53 47 38 38 32 32 26 161 11 128 199 185 185 47 199 71 199 199 74 199 199 199 
33 199 161 140 125 98 86 77 59 62 62 128 104 104 86 29 68 71 77 83 199 199 131 199 92 50 199 164 199 199 199 199 
34 199 155 95 68 56 50 38 38 35 53 35 29 23 20 23 11 8 77 155 199 146 77 199 199 92 71 199 152 199 199 199 
35 199 110 71 53 44 38 35 29 23 23 20 17 20 20 14 14 14 20 17 199 199 71 14 199 199 199 199 199 199 199 158 
36 199 113 68 56 44 35 98 77 68 71 38 32 74 59 191 83 110 122 199 199 199 107 167 199 199 199 199 199 199 199 199 
37 199 119 71 47 44 32 44 41 44 47 38 35 29 23 23 65 35 199 56 199 83 179 65 199 116 199 71 199 199 199 199 
38 199 199 185 199 68 53 44 35 35 32 29 26 26 23 26 23 83 199 199 199 199 199 199 23 89 199 199 199 71 199 199 
39 199 179 116 98 83 74 68 161 38 53 65 92 199 71 86 80 80 38 23 62 44 35 199 199 199 83 199 164 199 199 199 
40 199 179 197 149 125 104 86 170 176 41 137 92 47 47 53 38 128 50 131 199 161 95 71 170 182 199 199 199 199 199 199 
41 199 158 107 86 71 68 53 53 47 41 41 23 35 29 29 26 23 122 199 113 50 59 199 86 199 101 143 173 199 140 199 
42 199 199 113 83 68 56 47 38 38 32 29 32 26 29 26 23 29 179 134 199 170 199 110 199 199 199 199 199 199 101 199 
43 199 152 86 68 56 47 38 38 29 38 35 32 35 23 20 14 53 199 199 170 140 199 98 131 116 199 199 199 199 199 199 
44 199 199 125 92 68 62 50 47 35 32 32 29 26 32 29 29 199 77 176 140 137 98 199 199 199 185 199 199 199 104 199 
45 199 199 113 74 62 50 44 38 47 41 53 41 29 32 32 29 32 65 98 128 199 98 199 116 199 199 199 199 199 199 199 
46 199 197 107 77 62 50 44 38 32 29 29 26 23 23 20 23 20 20 35 59 107 199 199 199 146 199 170 137 199 199 199 
47 199 98 59 44 38 32 23 26 23 20 20 17 17 17 17 17 17 11 38 35 32 26 32 199 199 199 199 199 199 199 199 
48 199 140 89 71 59 53 41 41 38 35 35 32 38 44 62 53 41 155 199 164 199 199 199 199 65 158 199 89 199 199 199 
49 199 179 104 77 62 50 47 41 35 32 29 26 26 23 26 20 32 199 199 199 199 199 74 38 128 199 199 199 199 71 199 
50 199 83 53 44 35 29 35 29 29 23 26 26 23 23 20 74 50 98 47 110 143 199 199 199 199 199 199 199 199 199 199 
51 199 199 155 110 86 68 59 50 44 35 35 32 32 29 26 23 26 32 53 56 199 80 199 199 199 199 199 199 199 199 199 
52 199 173 199 176 140 119 104 140 122 113 71 50 41 38 47 29 199 86 125 199 38 176 77 56 44 47 199 199 199 199 199 
53 199 122 74 50 41 41 35 38 35 35 29 32 35 29 32 32 44 199 53 77 199 199 199 199 199 199 199 199 199 199 199 
54 199 199 199 199 199 199 164 149 158 47 155 143 77 56 113 149 95 199 199 199 199 199 199 71 199 92 199 199 146 199 199 
55 199 173 98 65 53 47 35 35 29 26 26 23 23 29 26 26 98 68 143 98 83 199 199 199 128 199 199 199 199 143 199 
56 199 140 86 62 47 41 35 32 41 29 23 23 23 20 20 17 17 17 14 146 62 146 199 53 98 199 107 116 199 199 199 
57 199 155 95 68 56 44 41 35 35 32 32 38 44 35 143 83 113 199 199 199 125 86 199 199 199 164 65 143 199 199 199 
58 199 128 74 50 38 35 29 26 23 23 20 20 35 38 29 26 47 50 170 137 146 104 125 191 137 199 199 199 199 199 104 
59 199 199 143 104 83 71 59 47 44 44 38 38 35 32 29 29 29 143 128 152 95 199 50 161 199 199 119 119 199 199 199 
60 199 182 107 77 62 50 44 38 32 50 35 32 23 23 26 26 199 47 125 199 191 71 199 199 20 199 199 199 199 199 199 
61 199 170 101 80 62 50 47 44 38 32 32 29 23 44 35 29 50 17 199 199 199 199 131 199 80 199 199 199 199 199 199 
62 199 199 173 125 101 89 74 68 59 65 56 53 53 50 50 47 68 41 122 199 89 71 199 41 199 98 199 199 199 199 199 
63 199 199 182 125 98 80 68 56 50 44 41 38 35 32 68 23 23 23 53 35 35 38 199 176 199 199 199 199 199 199 199 
64 199 199 119 83 65 59 47 125 53 59 56 137 35 32 47 29 23 20 146 89 199 199 74 38 83 199 199 199 199 199 199 
65 199 164 98 71 56 47 38 35 41 38 44 35 29 26 23 20 20 20 199 199 149 116 199 74 128 44 167 113 199 199 199 
66 199 164 95 71 59 44 41 35 35 29 29 26 26 23 23 26 47 164 80 89 128 199 77 65 199 113 194 199 92 199 199 
67 199 199 125 89 68 59 53 47 47 50 47 47 44 38 47 80 107 137 62 26 41 65 80 50 199 199 116 86 199 199 199 
68 199 149 83 65 50 44 38 35 44 32 29 29 26 29 23 68 199 199 176 199 199 38 38 107 71 23 199 89 199 199 199 
69 199 199 119 86 65 59 50 44 41 35 32 32 26 23 23 20 62 59 56 50 50 50 113 199 199 199 199 80 199 199 197 
70 199 199 199 179 131 116 98 83 74 65 20 50 44 47 41 38 152 199 199 14 199 199 98 199 199 199 80 199 199 199 199 
71 199 170 101 68 56 44 38 38 29 32 29 29 29 29 29 20 131 137 146 119 199 146 199 199 158 77 199 199 199 199 199 
72 199 104 59 47 41 50 41 38 35 38 35 50 35 32 32 41 41 199 199 199 199 199 149 199 199 199 71 199 199 199 199 
73 199 197 116 80 65 59 50 47 47 68 53 41 35 29 26 20 17 17 20 83 199 199 128 71 182 199 199 199 199 199 199 
74 199 110 65 44 38 32 26 23 47 26 23 23 26 26 26 26 26 164 152 62 199 134 199 199 199 83 199 23 14 199 199 
75 199 173 107 74 62 53 38 44 38 35 32 26 23 23 20 20 20 20 53 98 41 199 173 199 199 107 199 62 199 199 199 
76 199 199 199 149 113 95 77 71 59 56 53 47 41 74 89 59 44 86 86 199 199 86 59 131 199 199 199 164 199 199 199 
77 199 107 65 41 38 32 29 44 29 29 23 20 17 14 14 17 14 11 149 199 71 199 41 199 199 199 116 199 199 199 199 
