0 199 194 116 155 113 98 77 65 47 44 38 29 35 29 29 26 23 77 71 107 71 161 80 65 119 98 199 167 199 199 199 199 53 199 199 199 199 
1 199 199 152 107 83 65 53 47 41 35 32 32 29 29 29 77 53 41 41 71 59 62 80 62 143 199 199 146 199 20 59 199 122 77 199 199 199 
2 199 116 68 47 41 35 32 26 41 32 41 23 20 20 17 23 20 23 29 20 23 56 119 116 131 125 110 199 199 128 113 199 199 199 199 199 199 
3 199 119 89 71 59 47 47 41 35 32 53 20 41 23 23 23 23 26 32 38 11 50 50 62 62 199 62 199 199 199 199 56 199 199 199 199 199 
4 199 116 74 53 44 35 35 35 35 32 26 23 23 23 26 32 29 32 29 26 56 65 32 92 128 71 119 44 161 131 62 41 199 199 71 199 199 
5 199 149 95 71 59 47 41 41 38 35 32 29 26 26 23 47 32 26 20 17 20 17 53 32 47 17 77 134 89 199 199 101 119 110 199 199 199 
6 199 80 50 35 26 26 20 20 17 14 14 14 29 23 20 17 17 17 14 47 41 50 44 131 74 199 23 137 199 199 29 128 199 199 199 199 199 
7 199 149 101 74 62 56 47 38 35 29 29 23 23 17 17 41 17 17 23 29 35 35 53 113 185 29 44 199 62 119 146 199 199 146 199 199 199 
8 199 146 86 65 50 44 35 29 26 23 23 20 23 35 80 56 47 44 17 65 44 62 32 101 80 59 110 29 80 155 128 199 146 199 199 199 199 
9 199 89 53 41 32 26 29 29 23 20 20 29 29 26 116 53 149 35 29 29 29 86 77 83 68 113 140 131 199 199 86 83 199 199 199 199 199 
10 199 158 101 74 56 47 35 32 26 23 23 20 20 17 17 17 14 14 14 14 20 20 20 80 26 14 53 14 53 38 199 170 176 199 199 199 199 
11 199 92 56 38 32 26 23 20 17 20 17 17 17 17 17 11 14 14 14 14 32 26 17 35 29 89 83 50 98 119 47 116 173 140 199 199 199 
12 199 113 74 62 50 50 41 29 92 62 50 41 38 35 35 83 77 77 110 199 56 65 59 26 35 86 199 47 199 101 199 68 140 35 199 199 199 
13 199 104 65 53 41 38 32 29 26 23 26 23 23 53 35 26 26 20 20 17 17 17 14 95 65 179 65 152 199 53 199 199 176 199 199 199 199 
14 199 77 41 35 26 20 20 17 14 17 14 14 11 11 14 11 11 11 14 26 20 17 17 122 74 199 199 199 125 119 158 113 199 199 182 199 199 
15 199 113 62 50 44 38 32 29 32 26 29 29 29 23 26 26 23 23 20 20 20 23 131 71 17 17 47 199 68 74 41 199 199 199 199 158 199 
16 199 199 167 122 98 83 35 29 26 23 20 17 17 20 44 56 32 11 17 32 113 50 44 35 59 143 38 50 65 47 59 199 119 199 199 199 199 
17 199 116 125 137 122 104 86 86 74 77 80 134 50 50 50 44 41 32 29 23 20 17 23 23 59 26 11 113 101 140 98 107 199 199 199 199 199 
18 199 143 77 56 47 41 35 41 38 119 44 26 35 35 29 29 32 50 32 29 92 113 41 47 20 35 113 131 199 199 199 199 199 194 199 199 199 
19 199 131 74 50 41 38 32 23 26 26 20 23 23 20 17 20 20 20 14 14 14 35 35 65 77 53 65 182 98 146 199 199 199 199 199 185 199 
20 199 199 128 92 83 71 59 50 50 47 38 35 32 20 20 20 20 86 47 35 65 26 35 47 38 35 113 83 98 77 199 95 149 199 199 199 199 
21 199 199 131 92 68 59 50 44 44 53 62 26 26 26 32 23 23 23 47 56 38 41 35 53 194 71 199 199 199 199 197 86 199 199 119 199 199 
22 199 104 59 50 41 38 32 26 26 23 38 29 32 26 23 17 20 20 20 14 14 14 11 38 32 59 199 89 167 149 199 122 199 199 199 199 199 
23 199 137 83 56 47 38 35 32 47 35 29 23 23 26 23 23 17 17 41 26 23 20 17 14 59 59 44 89 167 38 116 199 125 199 199 199 199 
24 199 199 116 80 62 50 44 38 32 29 26 23 20 17 17 134 71 53 41 56 35 53 83 125 119 199 59 41 199 38 146 161 199 137 199 199 199 
25 199 107 62 47 35 29 29 26 23 23 20 20 17 17 20 14 17 14 11 14 14 17 26 92 98 47 38 26 68 143 199 197 155 199 119 199 199 
26 199 95 62 47 35 32 32 35 26 20 17 17 17 14 17 17 14 17 23 26 29 41 29 83 143 199 83 38 47 199 199 199 199 199 199 199 199 
27 199 128 77 59 44 44 41 35 32 29 26 23 20 20 20 23 59 44 38 44 53 80 199 128 131 47 119 152 41 199 199 199 56 199 199 107 199 
28 199 161 86 62 50 41 35 29 26 23 20 17 17 14 14 20 17 11 17 23 44 50 62 77 110 20 199 56 83 50 110 56 199 199 199 199 199 
29 199 199 191 137 107 104 80 68 56 74 65 32 35 56 47 38 29 32 35 20 23 26 59 131 74 38 74 44 20 38 32 74 199 170 199 173 199 
30 199 161 98 65 53 41 38 86 80 17 14 65 50 83 167 95 125 74 59 107 53 38 23 38 26 86 44 110 170 107 116 199 199 199 199 199 199 
31 199 119 71 56 50 38 38 35 32 32 26 26 23 20 17 17 14 14 17 23 29 47 83 98 50 122 77 71 77 71 199 20 125 199 199 199 199 
32 199 89 53 41 32 26 83 41 29 23 20 26 23 20 26 26 23 65 56 62 29 47 29 113 95 77 110 38 199 199 199 170 199 80 199 199 199 
33 199 119 71 56 47 38 32 32 32 29 26 23 17 41 71 32 56 23 20 44 32 41 98 77 182 23 199 146 199 199 199 199 199 197 128 199 199 
34 199 199 128 89 71 62 53 50 47 41 41 83 53 44 35 35 29 77 53 83 62 65 95 56 199 38 101 71 199 199 199 199 199 199 194 199 199 
35 199 119 71 59 41 41 35 32 32 26 29 23 26 26 23 23 23 23 23 23 23 23 23 23 29 29 26 29 71 199 68 131 116 199 199 199 56 
36 199 116 68 50 47 38 29 29 26 29 23 26 20 20 20 20 14 71 104 59 68 89 32 47 199 62 35 32 41 134 110 199 199 199 199 199 199 
37 199 199 173 122 92 74 59 50 44 38 35 32 29 29 32 26 23 44 29 38 44 53 35 199 199 74 199 199 191 199 143 53 199 199 199 199 199 
38 199 101 59 41 32 32 29 26 26 23 23 23 50 38 20 44 17 20 35 47 74 199 89 92 74 199 92 146 77 199 199 199 199 199 199 155 179 
39 199 131 77 53 50 41 38 35 29 26 29 26 32 38 17 14 11 14 14 17 17 20 23 23 32 14 62 101 53 32 199 199 95 199 199 113 199 
40 199 167 104 83 71 62 53 80 89 80 68 44 35 32 47 50 65 65 29 50 44 44 47 47 44 41 65 62 131 185 38 199 199 199 199 199 199 
41 199 128 80 62 50 38 38 32 26 26 23 20 20 17 17 17 17 17 20 20 17 20 20 95 41 44 59 59 199 199 199 199 199 194 199 23 199 
42 199 149 89 65 53 44 38 32 32 29 26 23 20 20 20 14 92 65 62 23 20 20 32 107 131 167 199 199 199 146 199 199 167 199 199 104 199 
43 199 199 122 95 140 80 56 47 44 41 44 50 35 26 35 86 74 74 92 83 65 50 80 80 89 122 134 199 199 128 179 146 199 199 74 199 199 
44 199 128 199 155 122 104 92 80 56 53 38 47 56 35 29 26 44 38 38 68 164 38 32 122 113 23 173 199 199 20 116 170 199 199 199 152 199 
45 199 199 164 131 95 83 62 41 47 38 32 35 26 26 89 47 83 71 56 35 29 29 32 41 199 11 152 119 199 149 199 199 59 113 199 131 199 
46 199 128 68 53 41 35 29 26 23 20 20 26 26 23 17 17 71 68 50 23 20 26 14 44 32 23 89 50 199 199 101 199 199 199 199 199 199 
47 199 199 161 113 98 47 41 38 32 32 32 32 38 35 59 107 41 35 41 50 50 62 44 26 71 98 199 95 199 41 56 199 110 125 199 199 199 
48 199 107 71 53 44 35 35 26 29 41 62 29 17 14 11 14 29 26 20 47 32 26 26 41 68 116 199 199 199 53 199 199 199 199 199 199 199 
49 199 122 74 59 47 41 41 41 35 38 20 17 17 17 17 14 14 14 50 26 23 53 68 86 29 199 32 104 92 199 71 59 59 199 199 199 199 
50 199 199 116 83 62 50 44 38 32 29 26 26 23 23 23 20 23 20 17 20 26 29 47 44 125 119 170 107 59 199 125 199 158 199 199 199 199 
51 199 86 44 35 26 23 20 17 14 14 14 14 17 14 20 32 29 17 23 17 20 29 11 74 155 131 161 179 113 95 182 125 104 199 199 199 199 
52 199 113 62 47 41 35 32 29 29 26 29 29 35 38 29 23 23 38 29 23 23 26 32 26 26 26 29 50 107 199 199 199 199 199 191 199 35 
53 199 104 62 47 35 32 26 23 20 23 32 23 20 17 14 14 11 11 23 20 17 14 41 17 107 68 199 199 77 199 199 98 199 128 199 199 199 
54 199 199 143 104 83 71 62 62 107 86 77 17 20 17 20 17 17 17 14 20 14 17 80 199 68 44 23 199 89 50 199 185 199 199 110 199 199 
55 199 199 152 104 83 65 59 50 44 38 38 35 29 26 29 26 23 23 20 23 32 29 53 50 41 23 128 128 199 199 199 199 199 89 86 199 199 
56 199 107 65 47 41 29 29 26 32 23 17 20 20 29 29 35 23 23 41 32 32 32 65 122 65 110 29 44 199 199 199 199 199 89 199 199 199 
