initNo 0.01 0.025 0.05 0.075 0.1 0.125 
0 152 65 71 47 101 113 
1 92 86 86 113 149 199 
2 143 104 92 92 110 179 
3 86 74 98 95 137 77 
4 125 107 116 101 92 89 
5 65 95 119 83 95 199 
6 173 80 86 77 89 199 
7 95 110 83 80 89 137 
8 92 134 71 104 119 199 
9 86 80 86 86 101 113 
10 125 77 101 92 107 199 
11 104 77 74 77 110 71 
12 95 80 128 80 110 199 
13 98 74 71 101 188 199 
14 128 110 71 98 110 199 
15 80 101 101 83 98 199 
16 62 95 107 110 77 199 
17 113 83 68 77 140 199 
18 98 143 65 104 68 199 
19 125 122 131 92 107 199 
20 86 17 80 95 104 122 
21 137 92 98 92 98 199 
22 77 83 62 89 110 104 
23 50 86 86 146 107 199 
24 110 107 101 119 62 199 
25 95 119 80 107 125 199 
26 170 86 95 77 122 122 
27 128 71 113 104 158 86 
28 68 62 80 101 131 194 
29 98 83 101 125 107 185 
30 199 131 92 95 86 197 
31 74 80 134 77 134 199 
32 92 80 83 104 167 134 
33 80 92 80 95 89 199 
34 71 89 86 146 140 119 
35 199 89 86 125 113 199 
36 116 95 110 113 128 185 
37 80 89 89 107 92 199 
38 131 71 86 98 104 199 
39 122 113 155 83 83 199 
40 161 86 86 107 122 107 
41 125 86 80 95 62 199 
42 134 56 74 98 104 199 
43 86 77 86 80 104 119 
44 107 104 65 74 128 199 
45 92 74 83 92 125 199 
46 128 86 68 77 113 143 
47 80 89 104 104 131 92 
48 89 83 110 77 128 119 
49 158 65 104 116 119 199 
50 95 68 125 95 113 199 
51 119 107 83 74 125 199 
52 113 122 107 134 101 191 
53 119 182 113 110 113 199 
54 59 89 86 98 146 143 
55 167 89 80 92 116 199 
56 101 65 89 83 113 199 
57 101 95 161 122 104 199 
58 199 86 83 59 89 199 
59 134 92 71 80 116 143 
60 83 74 89 146 131 185 
61 149 74 56 110 80 199 
62 155 122 104 98 101 155 
63 134 77 95 101 92 110 
64 74 74 89 50 116 188 
65 86 53 80 68 86 26 
66 199 80 77 89 98 125 
67 47 128 113 107 104 113 
68 74 110 104 107 122 199 
