0 -5.567116676521768 -5.552703632706421 -5.299968110099045 -6.026844981828609 -6.134872599903384 -5.825865193123219 -6.100328261048554 -6.505489207462394 -5.6531285717951265 -5.735287088862846 -6.462355234277412 -6.583571424720919 -5.9730548836225745 -6.7684403288296915 -6.188953827912526 -2.8098561116457836 -4.12473944032566 -4.696060419492146 -6.088818663213205 -1.896520039028953 
1 -6.340327501815416 -6.250426531989984 -6.2494324290836945 -5.816769229357139 -6.57485843959368 -6.622467445478972 -6.920505493657631 -6.417368636402011 -5.915652313137538 -6.639520516556282 -6.557501999226955 -6.062991351230907 -6.478867597321636 -6.515785706278357 -4.603245159896398 -5.766789194230851 -3.284898133615034 3.1898174618599238 -0.9516866476636299 -3.429329000540998 
2 -3.665823922207603 -5.105913561187349 -4.000774348995498 -4.6853644478271175 -5.972577564371561 -5.457653117744492 -6.253844225462386 -6.0914598889051 -6.356112885122565 -5.910547169964158 -6.035686975541804 -6.561934324439404 -5.484179565383118 -5.1982280577260225 -5.9536165031261055 -4.957218722216212 -3.2395633360719738 0.031711766145544176 -4.080879944795254 0.6756766623850258 
3 -2.564149156608378 -3.01607513300142 -5.899747686516906 -5.316421343653481 -6.788529604934492 -6.76389968927716 -3.3924064130130476 -5.9984609190340645 -6.195630991341058 -7.146756822003262 -6.725751101940726 -6.464309178413332 -6.400407171532775 -0.24102196049350075 -4.845431972160638 -5.563065710503401 -5.739950486531633 -3.2729320675965266 -0.12912211309638127 -3.399803554334439 
4 -5.784282134929556 -5.760149496796236 -5.776600391236162 -5.758617702624289 -5.9288510524452676 -6.312518977234826 -5.663947721582069 -5.218357095571338 -6.848319927969697 -5.857776393833014 -5.556085931397349 -6.075456452628461 -6.314171205496063 -5.303616105920478 -5.934719641131862 -5.824325670737139 -2.3563454357319675 -1.4760656495429965 -1.0625729403351938 -6.118318845365611 
5 -5.330746528739058 -4.83041653236584 -6.418718793289043 -6.0328521998910425 -6.430355111659157 -6.470686233400471 -6.77569914770456 -6.60439782865719 -6.464638996720073 -6.247145807546941 -6.287107460321104 -6.153760322831342 -6.393123210459944 -6.491331484125434 -6.081417231381303 -6.540118687031465 -1.6061627528705227 0.17421121929650277 -0.027141726863735307 -2.9879550340231082 
6 -4.661977518464812 -5.326713111919208 -5.151225022743367 -5.332519101339967 -6.027558927154475 -6.310226289668767 -4.494038204121142 -6.453260909639054 -6.2812681007948665 -6.498596060385044 -5.9801487758514575 -6.05306646858321 -5.042230477224831 -6.544225300780858 -5.877550737470804 -5.139721618022231 -5.061160645058341 -2.408772793646944 -3.744741061486734 0.12643175488185412 
7 -5.3196389207082095 -5.29434252976062 -5.281479697020311 -5.5660907406578035 -5.564521847188397 -5.948117984804951 -6.147714579019032 -6.463891577157032 -6.7537376391218755 -6.104708774087315 -5.773651848019647 -4.268446320867214 -6.4180342384716145 -5.3917072829870225 -6.182944062850797 -5.479856331304185 -5.867028688460109 -2.843091178594729 -5.835296926117712 -4.040268483622099 
8 -4.702738227777129 -3.787897211740329 -6.115111215614758 -5.964340035021645 -5.436577064046975 -5.776253726630412 -5.163759653391534 -5.674286684683912 -5.675985654644142 -6.344944219690272 -6.055016722646209 -5.6031119232917215 -6.432448872960372 -6.02991469283793 -6.78181260836692 -5.795169770104231 -6.472542839641055 0.18403281803138077 -6.592092311379131 -3.97533394960732 
9 -2.824976858116636 -2.8520943024756216 -5.314596370454808 -5.8412578369614865 -6.559674222197635 -5.80067172842078 -6.110012870722063 -6.116828588506119 -7.006650854612649 -6.396211596904557 -6.57528508445875 -6.170045002075037 -5.53154850904747 -6.122908868926072 -5.1086011465058245 -6.231849567364986 -0.36440012172760045 -5.270965879254653 -2.4737841568623513 -0.20617314401624734 
