100 110 71 47 29 71 65 62 68 62 56 65 56 68 77 83 71 59 71 68 74 65 101 119 199 110 199 
101 65 23 68 47 59 56 59 74 32 32 77 71 83 50 62 92 71 68 80 74 74 173 173 199 199 199 
102 65 65 56 44 59 53 65 47 56 68 59 59 62 56 62 62 11 68 80 119 89 68 161 199 188 199 
103 128 83 62 77 35 59 68 50 65 65 107 56 62 65 44 98 68 71 74 62 47 50 80 199 68 199 
104 199 71 62 62 74 62 68 74 59 56 53 59 32 50 59 62 68 65 104 83 86 143 71 158 125 199 
105 134 59 71 62 71 68 71 53 74 56 68 62 20 74 56 71 74 71 74 53 80 119 23 199 92 199 
106 86 92 74 68 65 74 56 74 56 56 65 59 47 68 77 29 53 125 65 104 80 125 173 155 167 199 
107 179 71 56 47 38 71 68 62 68 62 65 53 68 56 59 68 92 101 68 74 65 137 199 65 199 199 
108 164 59 62 77 44 71 62 59 47 38 59 59 68 68 74 68 65 71 77 92 95 92 158 199 199 140 
109 125 77 41 77 59 53 104 74 65 74 62 62 44 74 53 71 65 95 65 95 74 86 119 199 199 199 
110 83 59 80 74 65 53 53 32 50 38 44 62 74 68 95 68 68 56 107 68 62 77 199 65 199 199 
111 80 95 53 71 59 62 71 68 62 62 62 62 71 62 71 65 50 89 101 86 146 101 173 131 152 199 
112 110 44 65 53 71 74 59 65 56 68 59 53 65 80 83 50 80 68 56 98 59 74 53 104 86 199 
113 104 83 65 65 59 71 86 50 86 65 29 62 56 47 71 41 92 71 62 119 122 98 191 110 161 199 
114 107 65 53 23 62 41 50 59 68 50 68 74 56 65 74 80 41 95 92 62 116 158 104 191 199 199 
115 131 62 80 77 77 44 53 53 35 59 23 50 68 62 104 62 65 68 80 74 98 104 110 107 199 173 
116 125 56 83 65 53 59 89 50 56 53 62 59 62 59 71 77 50 71 83 98 86 89 17 131 185 158 
117 149 80 68 65 74 50 77 41 56 74 53 101 35 62 53 35 59 83 53 71 65 119 83 86 137 199 
118 95 47 68 62 44 47 68 47 56 74 41 59 38 38 62 65 68 71 47 68 65 137 116 199 199 199 
119 68 56 68 62 50 74 59 59 59 53 71 80 56 53 56 86 71 83 95 74 104 77 98 98 199 199 
120 170 77 65 65 65 47 83 56 65 53 68 74 71 59 80 62 50 32 65 98 199 143 143 83 199 199 
121 83 59 68 29 62 53 56 53 41 65 50 56 68 59 68 50 59 47 113 74 95 68 182 188 176 199 
122 77 59 65 74 56 59 74 56 62 47 44 62 59 47 77 35 56 59 62 11 65 68 68 107 199 199 
123 197 50 83 44 35 65 68 56 71 50 53 65 38 59 59 53 50 71 62 65 74 104 74 104 191 199 
124 125 68 68 68 74 53 53 29 44 71 50 77 56 56 50 59 65 71 71 77 170 53 146 83 122 199 
125 191 68 77 74 77 20 50 59 50 65 62 59 56 68 56 56 71 77 68 68 77 104 164 191 77 199 
126 125 65 41 38 62 44 107 44 59 71 77 53 59 53 20 47 56 47 77 71 146 86 199 104 199 199 
127 167 74 83 77 92 86 92 68 65 53 62 71 65 53 98 71 47 83 56 68 101 152 83 92 199 176 
128 110 71 65 68 53 77 71 77 65 95 62 56 29 86 62 59 56 56 56 71 53 71 128 134 125 199 
129 71 41 59 59 53 62 56 65 65 65 47 65 65 62 65 74 56 71 50 77 95 107 125 199 199 199 
130 140 71 56 41 20 65 83 68 68 59 80 32 80 68 32 77 89 56 59 65 44 74 53 98 199 199 
131 128 71 59 80 53 59 71 74 65 47 32 68 65 152 89 50 86 62 65 71 59 83 77 83 199 199 
132 107 68 68 71 74 65 77 53 68 77 71 71 68 50 47 80 77 59 47 62 8 188 131 199 98 199 
133 155 47 56 65 53 68 41 59 77 80 62 56 65 56 152 65 62 35 50 86 110 199 95 199 199 199 
134 149 68 62 65 14 59 74 56 44 59 50 41 74 74 47 38 56 92 65 59 80 179 199 50 65 199 
135 170 68 50 44 62 65 59 71 59 71 26 62 74 68 68 71 95 86 50 65 62 199 98 80 199 199 
136 62 56 56 68 41 65 38 50 62 47 50 29 17 77 68 65 53 53 62 98 116 113 128 199 199 128 
137 74 53 56 65 38 62 53 14 65 62 68 56 41 68 53 65 62 62 86 77 119 113 199 199 152 199 
138 128 71 77 65 65 44 56 59 71 62 56 59 68 65 68 38 59 50 77 65 95 107 83 185 199 199 
139 131 41 86 77 71 77 80 41 14 56 68 47 56 65 71 68 56 53 59 122 77 199 89 125 199 199 
140 95 47 59 53 62 59 59 71 65 53 74 50 59 32 50 68 62 65 104 104 113 137 199 80 199 199 
141 116 71 83 41 56 26 56 59 53 56 68 74 68 71 47 62 65 77 74 199 98 89 199 134 199 199 
142 199 68 89 65 74 62 38 56 59 44 53 50 50 65 68 53 68 74 68 62 89 95 140 199 199 199 
143 74 23 50 59 71 92 71 17 77 83 62 65 80 68 50 92 80 47 74 92 23 152 65 199 199 199 
144 107 35 23 59 32 65 56 71 56 50 71 68 53 71 65 68 77 92 68 89 194 71 86 199 199 199 
145 86 62 53 38 65 65 53 17 47 56 47 77 56 71 47 59 47 62 83 86 149 170 62 65 107 199 
146 74 62 65 53 41 74 29 59 65 56 68 71 65 68 62 65 71 56 89 77 143 110 170 95 137 199 
147 95 56 62 62 74 50 38 68 74 65 59 62 41 71 59 56 41 68 62 44 56 74 199 101 65 185 
148 95 53 35 74 53 59 50 47 50 59 92 62 80 68 65 65 77 44 83 71 74 131 176 155 199 199 
149 77 56 41 47 62 53 47 65 38 59 56 68 50 56 56 41 65 89 77 59 125 74 199 167 199 199 
150 71 65 20 5 68 44 62 44 50 47 50 41 59 65 62 38 50 71 74 74 53 56 110 149 199 199 
151 155 56 47 65 17 65 74 47 71 59 77 65 74 32 47 68 56 38 131 59 128 83 59 199 199 199 
152 83 62 65 65 56 62 86 68 59 65 53 74 8 68 68 65 68 59 65 32 77 116 65 68 83 92 
153 65 56 65 59 50 35 59 65 35 56 44 56 98 65 68 71 65 59 65 71 65 71 74 199 199 199 
154 80 56 35 59 71 56 56 47 74 68 71 68 50 62 59 68 47 62 92 119 44 71 104 134 137 199 
155 104 71 77 56 74 59 80 56 56 56 71 65 59 62 59 65 86 71 65 26 77 107 194 199 83 155 
156 185 80 47 65 47 77 59 62 62 53 47 59 23 65 62 26 50 80 56 158 65 77 83 86 65 179 
157 113 71 53 53 62 47 53 47 50 62 62 50 56 50 59 65 68 62 59 71 59 77 199 77 199 199 
158 74 41 35 53 56 59 59 74 74 107 59 47 74 68 53 71 80 56 44 119 59 53 164 125 199 199 
159 101 56 50 65 59 62 59 95 59 53 71 35 71 50 74 83 116 53 71 74 113 125 199 161 128 199 
160 80 71 50 77 74 65 53 77 68 65 74 74 59 65 68 62 62 77 89 77 95 74 71 74 95 199 
161 92 53 38 50 35 59 56 41 65 65 68 68 62 62 65 71 59 77 68 77 83 134 134 101 199 199 
162 89 65 44 62 53 74 59 59 56 62 71 53 56 62 68 68 77 65 68 95 74 74 170 199 155 199 
163 77 50 77 56 65 47 53 44 62 74 38 68 80 53 56 68 89 62 80 62 56 56 74 95 199 199 
164 173 68 68 59 41 65 71 59 32 50 59 74 86 65 77 77 80 86 86 38 83 155 74 74 199 199 
165 65 65 68 68 71 59 62 71 74 32 62 50 71 59 53 71 80 80 77 86 101 155 107 98 92 146 
166 77 71 32 68 59 98 65 50 86 29 68 68 35 59 68 59 77 68 80 80 104 119 35 199 161 199 
167 119 41 80 77 59 62 71 62 77 62 59 53 71 59 86 68 86 74 74 5 71 53 62 199 199 199 
168 199 74 62 56 59 56 65 56 32 56 77 71 59 53 83 59 41 65 80 137 95 80 125 41 107 199 
169 95 59 68 56 50 50 59 32 17 53 26 50 68 68 56 74 53 50 29 74 62 53 26 199 20 199 
170 83 44 59 53 71 11 56 71 59 47 62 71 41 86 47 65 74 50 77 44 80 140 125 113 199 199 
171 89 26 65 41 62 59 74 68 68 56 62 62 68 110 20 50 125 71 77 116 199 199 59 110 199 199 
172 47 68 62 71 65 62 68 47 29 53 68 77 41 68 98 86 47 116 95 65 71 149 199 98 199 199 
173 152 50 62 65 47 53 59 41 65 65 65 62 35 56 62 59 53 59 62 56 74 53 89 143 26 199 
174 74 71 62 50 59 62 74 59 71 32 47 56 68 56 56 56 77 71 62 77 77 47 68 199 199 199 
175 131 71 59 59 59 71 38 65 74 65 77 62 62 95 74 53 95 74 173 86 199 74 95 199 65 199 
176 86 71 74 65 44 68 89 65 56 62 62 59 62 59 71 26 65 98 65 68 62 68 199 89 158 199 
177 128 77 83 80 59 59 74 80 53 47 47 74 47 74 86 56 65 80 86 92 122 167 161 161 199 199 
178 176 86 92 68 53 44 65 41 62 62 56 62 62 65 62 68 59 71 53 80 98 59 131 199 199 199 
179 98 119 65 74 77 53 68 56 65 56 107 74 68 62 74 80 80 74 77 113 89 173 116 77 199 59 
180 74 68 32 68 65 68 50 68 71 65 71 47 59 41 59 68 62 56 56 56 92 113 71 199 199 80 
181 77 56 74 56 53 47 65 53 50 59 68 74 77 74 53 56 8 68 71 56 137 80 158 164 199 199 
182 74 29 38 41 41 32 59 41 71 65 56 59 32 59 53 59 53 38 74 80 131 107 98 167 199 199 
183 98 68 107 62 65 53 65 59 41 65 41 56 71 65 50 77 38 59 101 134 35 149 56 68 125 199 
184 199 92 65 59 41 65 74 62 71 32 53 71 71 62 29 59 29 80 80 74 146 140 176 89 199 199 
185 176 77 62 68 62 68 77 65 68 92 56 47 68 71 83 80 56 74 68 44 80 155 104 110 199 199 
186 80 71 23 56 56 59 56 59 65 80 68 20 26 65 62 65 80 74 86 62 92 89 8 199 199 65 
187 107 68 56 62 77 92 50 56 71 56 65 80 50 53 59 68 62 53 83 68 104 101 146 199 199 199 
188 110 62 44 62 50 59 50 56 56 68 68 77 74 59 62 77 89 77 71 83 131 122 104 167 199 199 
189 74 62 77 59 44 62 20 23 80 11 65 35 65 50 71 68 74 77 74 110 86 71 199 199 92 199 
190 89 53 83 53 59 59 59 59 80 35 59 71 59 65 44 62 62 83 44 74 149 71 89 199 199 152 
191 92 47 74 65 77 44 68 50 53 62 59 44 71 59 68 44 83 47 86 68 68 83 191 152 158 199 
192 146 56 77 74 62 68 68 56 59 53 56 44 47 65 53 62 47 71 56 65 80 80 71 199 199 199 
193 86 44 74 80 44 65 32 68 62 65 62 68 62 59 32 68 53 38 65 50 62 107 176 179 122 199 
194 80 56 41 53 47 50 53 26 56 71 62 62 50 68 74 107 65 59 74 62 62 59 113 199 199 199 
195 80 98 44 68 62 59 62 68 71 56 65 41 53 77 68 74 62 56 56 59 71 74 199 199 161 137 
196 104 59 62 65 50 62 56 56 83 56 50 56 53 65 44 47 65 65 68 77 62 80 74 113 199 199 
197 128 110 62 65 47 80 71 74 71 47 68 65 59 56 71 71 68 74 68 53 113 77 104 199 199 199 
198 68 62 59 65 44 56 53 53 62 62 62 56 38 65 65 44 77 56 62 98 86 98 47 199 199 199 
199 107 71 77 65 68 32 41 65 68 89 62 68 74 62 41 53 65 65 83 128 77 80 110 71 199 80 
