0 -3.3256093589414206 -5.8181733004357605 -5.837370966804671 -5.848745866699881 
1 -5.543538934078882 -6.32036091859297 -6.338811460077294 -6.346423484374886 
2 -0.5903066825215179 -0.6365698535247717 -0.6569524178125162 -1.1620453337832433 
3 -2.608455337552817 -2.8722326679485093 -3.1309160013841497 -3.1463059373642652 
4 -5.750814505742871 -5.782941142134694 -5.807622507949632 -5.814686998910597 
5 -1.2860785344400305 -2.917764176168525 -4.920789196497395 -4.935385936278828 
6 -3.5519243958800355 -3.915302759697971 -4.2154911655939395 -4.270600709117474 
7 -1.3021736410094427 -5.395015806441423 -5.416814853855755 -5.429733926773166 
8 -3.74405707449775 -3.309198125165398 -6.165918622825648 -5.692013535217897 
9 -5.09627736129955 -5.202887752779906 -5.53018277554028 -5.594695355111369 
10 -0.9791340485098247 -5.195577243202804 -6.108315380586084 -6.281060078808969 
11 -5.087670331774923 -5.4109249907867065 -5.6505371623246035 -4.732397556802296 
12 -4.049002618018733 -4.07036862829148 -4.080214480799894 -4.0860119573288465 
13 -3.0494584418265664 -3.3123051423613723 -3.488318658017159 -3.4971516454804767 
14 -4.834270802876497 -5.150579478943384 -4.85633318270125 -4.716168264165579 
15 -5.286072015940259 -5.32667600708847 -6.141660262999173 -5.091332100678995 
16 -1.0198772233618303 -1.045008258888749 -1.0547201117591773 -1.0596614402665754 
17 -2.782763499383085 -2.9162953513001306 -2.9223045620469317 -2.9224909789154916 
18 -3.7098723372167033 -3.7304435748340232 -3.7382816412355004 -3.74135499927572 
19 -1.5391424305510637 -1.6102486980225652 -5.090575133841593 -5.181332716885564 
20 -3.4204497013814645 -3.7146059119284627 -4.874298537895042 -4.3597568676554666 
21 -1.9293133390201926 -3.7402626598086424 -5.654606841811345 -4.727850791190839 
22 -4.762324638286505 -5.1152153134926674 -5.140254147548172 -5.151637255102968 
23 -5.809923596073942 -5.818878879451015 -5.820521800411071 -5.819142973953353 
24 -1.9600570364024263 -4.188264701759819 -5.947312966325702 -5.967934090719109 
