0 -5.607217439249073 -5.603444399296029 -5.594842858826422 -5.587357143840286 -6.080891993863746 -3.3940274646391737 -6.15230382703539 -6.643112849799746 -5.844113578163005 -5.254735996405755 -6.2297891852322 
1 -6.346222801933894 -6.271726909243638 -6.4863072212803266 -6.499196366039412 -5.761892516859554 -5.827595221533486 -7.070743824735238 -5.909232233516033 -6.636676120522393 -5.922964820005262 -6.94488584132637 
2 -4.101909322019178 -5.139770259920466 -6.949826918089178 -6.40727121709316 -5.1068484625712856 -4.663885342125103 -5.988189199883649 -6.256012852592965 -5.499401798343551 -6.038760742966719 -6.262846427600314 
3 -3.2138048947696034 -5.17168435772809 -5.96324496412282 -5.747181735457493 -5.336461054390395 -5.837120864174454 -6.836943278498885 -6.091363384140168 -6.789172349970254 -6.393439474757267 -3.1268770038674694 
4 -5.843976822928717 -6.22012111888546 -6.224178801443915 -6.082057536043037 -6.0963949460375675 -6.083551435211303 -6.053095187348685 -6.219517159407938 -6.320978638167275 -5.781122277514911 -5.786995163508697 
5 -5.3894456596290246 -5.313175268325875 -6.437377412041019 -6.10982511979036 -6.083804727761132 -6.154690273213156 -6.4786487149701015 -7.045191446061941 -6.518032376963845 -6.845496773667186 -6.784283401781479 
6 -4.728627094633126 -5.374957722829341 -5.359073425739026 -5.359537670240658 -5.358620001492832 -5.362252938166106 -6.123162865411031 -4.995712397493247 -6.34825316772246 -6.044936285581724 -4.396135069265042 
7 -5.345335173315589 -5.367634124677075 -5.342891968596376 -5.693752233258438 -5.692339103730833 -5.712578322657891 -5.549029133188124 -5.821440153274384 -5.868710124457199 -6.471083105813743 -6.1648743318947075 
8 -4.79800781815868 -5.890171265331213 -6.746255602476653 -5.880310083135782 -5.98867023820247 -5.9475281788151335 -5.898716036112585 -6.379266853610777 -5.790196445393933 -5.760015594618046 -5.231227045125143 
9 -5.719375785332708 -5.589952529716984 -5.3296458660353885 -6.882915135150784 -5.968073739911503 -5.978190046365264 -6.575043171438778 -6.488275036468236 -6.65042349623586 -6.473711588635885 -6.128006237927673 
10 -6.381956723678767 -6.508753482440896 -5.529310055384703 -5.360321436586622 -5.592155526779351 -5.679886707831593 -6.02142282615282 -5.449099218744169 -6.700202347445728 -5.883279861081419 -6.203424031602644 
11 -5.862138028709711 -5.858284285374611 -5.86839651537693 -5.87287625644248 -5.810125627975845 -6.323259768092549 -3.866673320825357 -5.038850488291679 -5.979504602593292 -6.83456130311733 -5.85233296182711 
12 -5.205369344564554 -4.95855856138421 -4.942040866170167 -4.498288046996259 -4.507762480434368 -5.230443841872265 -5.341143700268771 -5.75135063681606 -6.11545170996959 -6.1268326933496535 -5.552612890494698 
13 -3.5804943371528006 -3.569971708621856 -5.687382921777263 -6.075304888276869 -6.0886851800673165 -5.71450399535182 -5.69406611685158 -5.686885854697167 -5.795521607640316 -6.211300642646943 -5.733939183958105 
14 -5.171351512584717 -5.163759712888718 -5.850396837487076 -6.247652359078413 -5.654947941064165 -6.997191392980795 -6.279963348007911 -6.840051681990099 -5.814213671337985 -6.029476614037478 -5.510816720229758 
15 -6.190366672286766 -6.19702885777818 -6.2005278738657745 -5.924498758715653 -6.025755415974307 -5.930040023046487 -5.941265863069087 -5.281835397985687 -6.328107565437591 -5.57350545020976 -6.7521047551161315 
16 -2.130359852351286 -6.4429899564936575 -1.6729606584722834 -1.6722011556123504 -6.509250494614084 -6.294678148484589 -6.736242342829512 -6.570867691935697 -6.756107071865007 -6.789517150814649 -6.583201537635896 
17 -2.935314114381569 -6.657457140945534 -4.882518044392025 -6.733396750943965 -6.733673886359266 -6.503778493335551 -5.652396507483565 -6.339429376792983 -6.361086600607871 -6.783870937330032 -6.84386757702848 
18 -6.006513803726558 -6.049192429319374 -6.045368391247317 -6.0442229975124935 -6.0508540776863065 -6.046645882323675 -6.046438638735721 -6.02558995740153 -5.76513811455864 -6.57311343972009 -6.039347912305576 
19 -2.2002114954119705 -5.680767827327174 -5.973617137024938 -2.337795509048271 -6.088089404864897 -5.594934232097192 -5.445329584905872 -5.185805243040846 -6.390693472265528 -6.279810742208317 -5.887165187041352 
20 -5.452400286803184 -5.54404504359517 -5.624119701510767 -5.632965813391512 -6.481282669612141 -5.770705999072541 -5.447076917787351 -1.849642811342965 -6.557793103490882 -6.8538183796548395 -6.23372081168403 
21 -6.692758552460302 -5.591398403776346 -6.699024317640041 -3.843987769003146 -6.583310554076128 -6.718616726396225 -6.901411508977022 -6.823701522494771 -6.357230101291386 -5.9058811232950434 -6.27671741574963 
22 -5.849138723947855 -5.651353160359915 -6.250458313556343 -7.1864970891330895 -5.908263468060502 -6.025617572388266 -6.196296971230843 -6.32458957665552 -6.139136357839312 -6.250716883055759 -6.539643414293042 
23 -5.797097003345152 -5.818545475974898 -5.6937874620081335 -5.898618320768642 -5.900582985657687 -5.895902371460717 -5.889926530964143 -5.639199151468399 -5.882645988353736 -6.082042111797552 -6.0253236774264805 
24 -5.975876195344716 -5.99357681877206 -5.9936772853955365 -5.996761662318273 -5.997898131117836 -5.059091513019823 -5.830633084712333 -5.7441096458413465 -5.064668641677501 -5.731238131545187 -5.950781509588486 
25 -6.303727954539617 -6.259620155568911 -6.257470608732028 -6.402847649489811 -6.511055609457534 -5.792431905133303 -6.507351222378929 -6.397154652699752 -6.39922774085471 -6.049911242645058 -6.2838625426100965 
26 -6.5195866054890645 -6.518772432627935 -6.209005472179624 -6.542443297423791 -6.519155801990137 -6.200970189807675 -1.634161194679412 -5.70539062953994 -6.450123435514345 -6.20788057328525 -6.630766021639107 
27 -6.56778444156469 -6.609851953267214 -6.86105266057635 -6.861856402766893 -6.825676837902819 -6.832546798502459 -6.827893369333938 -6.929766713838368 -6.8618128330976225 -7.014608622998559 -6.153078116886732 
28 -6.0419091392624695 -6.067829235168297 -6.059312966673936 -6.060466584634577 -6.533183479978779 -6.2084890809051405 -6.059700203365665 -6.866384321655049 -6.567408956705301 -6.676514055140838 -6.299271142697927 
29 -4.965628271273882 -4.701229127009968 -4.698523355128083 -1.6310799391134128 -6.321456720747362 -5.885146581587092 -6.32072475272554 -6.61422236330723 -1.8921747495983785 -6.766786309282019 -6.12126971789024 
30 -4.631319111929453 -5.674513711143543 -5.6574560776901395 -5.910790243193268 -5.4587034070103995 -6.652604586465112 -4.859388308495827 -5.550598543594498 -6.853936560064098 -6.611113191894909 -6.637098323117533 
31 -5.741393719697599 -5.8025725397346815 -5.803553691221788 -5.825675199204828 -5.858154148190409 -5.80850609062127 -5.986096827954126 -5.463037002436028 -5.306752168351955 -5.643209237702089 -6.022109553725817 
32 -6.286402840457175 -6.300349039927109 -5.814448893863653 -5.946792183997225 -5.519651616608551 -6.053838874621994 -5.793813036814444 -5.069956189308421 -6.09186072136285 -5.410471148109127 -6.5906736688772956 
33 -6.047179465170094 -6.063168881049215 -6.085172255851756 -6.0932267398747575 -6.077325690400103 -5.825000909640034 -7.336083586209328 -7.237868463880152 -6.385090014076801 -6.521310593203398 -6.443139977912279 
34 -5.73001753219804 -5.7644574902326084 -5.904596765646887 -6.591205807202731 -6.605060843674642 -5.6781020026660896 -5.9774406660110815 -5.5278900449365 -6.4415742372049305 -5.527590050662188 -6.1600546163243015 
35 -1.6840462021776517 -5.850209937385846 -5.732871081885615 -6.020731529875993 -6.229060960287606 -5.278725979549581 -5.936654974488701 -6.654489218469367 -6.872120795991739 -6.421923860463429 -6.123661788817259 
36 -6.122606648066839 -6.163155805530408 -6.369486244709652 -6.124260287855926 -6.163679283441032 -6.19881210691512 -6.4264209336590765 -6.288170029672048 -6.150170101706247 -6.676684511615818 -6.597818906673542 
37 -1.8233492100419186 -1.820797970125567 -6.536494225089656 -6.300320625319132 -6.28544618821832 -6.795618508366355 -6.171607903027084 -6.521050963877828 -6.572794960666177 -6.30956484956776 -5.1862161406586775 
38 -5.110104543837993 -5.119890102416394 -2.363975455415188 -1.5928201810486322 -6.688459577559459 -6.4679438516881405 -6.375900769075868 -5.958998381093105 -5.655904763504909 -5.576970283149747 -5.807242124112299 
39 -5.451087779628403 -5.607348026451344 -6.169951153197219 -3.9905739994816103 -4.057014424591508 -6.715989843050155 -5.943336720370965 -6.781369408738621 -5.249130494101591 -6.99485980450505 -6.584688679634224 
40 -6.216527939601803 -6.226893309919174 -6.228525802279004 -5.439764375023857 -5.313021007555986 -5.4096295616619035 -6.420346647714775 -5.380481174764262 -5.240361083841496 -6.1325409222836065 -6.695776718398761 
41 -1.0915201940073465 -6.016623917920763 -5.65397252321129 -6.536754228216136 -6.039315980200181 -6.536421065630192 -5.856810175611044 -1.3797652566767196 -6.324393336816769 -5.802570864420243 -6.2627191601373555 
42 -5.862008043267541 -5.8737955050776 -5.79601767292406 -5.799068946779834 -5.344216479143483 -5.679049386856382 -6.672348915368215 -6.284788973079181 -5.436748014883082 -5.661045169553708 -5.393087782909402 
43 -3.89063709803591 -3.893486689662111 -3.903330566452831 -5.641449754875043 -6.872030001422394 -6.2113063709302185 -4.408375536653922 -5.826364338691006 -6.4684777800644815 -6.390920999936585 -6.352419128732708 
44 -6.700262757937556 -6.701271453816472 -6.704021204076967 -6.720611552576645 -6.549851007624926 -6.324357727454845 -6.3248371101663485 -6.378549377777093 -6.485020786833854 -5.4520743056283765 -6.436426539699593 
45 -5.972162113449651 -6.4798573783590925 -6.450313699900667 -6.257613125193958 -6.254097952370859 -6.246664956993323 -6.783168433778912 -6.004669394684148 -6.6998672287513665 -6.367295936521371 -6.486356375175693 
46 -5.815309482044879 -5.813041844113847 -5.82445217991692 -6.2502277156699435 -5.985622318069916 -6.112735910871483 -5.544177234253574 -5.505489794405146 -5.489212978941351 -6.6640488651106 -6.465898599008257 
47 -5.837365289641769 -5.885813500394804 -5.90522128140793 -5.608834477300852 -6.050843517937585 -6.565787735864264 -5.3973096814771875 -5.407362358122715 -6.404400755644006 -5.691448086692813 -6.070846325274546 
48 -5.423813780965908 -5.417727231219567 -6.493114271366456 -7.306129901362467 -7.069798850972171 -6.679590185367813 -1.4291843896755254 -6.951369724540964 -5.219428368596025 -6.266773321423707 -5.848748302992956 
49 -1.117661872868158 -1.4069223086824736 -6.119504242719691 -1.5425750081299978 -5.856555452240228 -6.222877166412878 -5.887697047063491 -6.200035163939053 -6.703736260452833 -6.189397729986312 -6.266880000576114 
50 -5.5253618952897945 -5.507358990553977 -5.557220242464629 -5.611333029195542 -5.61911136336449 -6.077111720036538 -6.387649230558596 -7.087107062479112 -6.917604049157289 -7.237587353062454 -5.9987336863887 
51 -6.223404882339195 -4.834189329847437 -5.620168504524655 -5.352176803125748 -4.933965455129082 -6.91286562821608 -6.669959187312523 -6.149367026964657 -6.763609672721706 -5.710234148857359 -6.445904008299885 
52 -1.4354208003654674 -1.4408130468495675 -1.4338856235223763 -5.473069453382252 -6.418760134900708 -5.473327117007802 -5.361824207871678 -6.329984834822261 -6.740062985750292 -1.7186851659136486 -6.047633981894395 
53 -1.3411290240573115 -1.3190929960090416 -1.5850536563986704 -6.579833420523396 -6.285013767420648 -5.429965822346183 -6.596231623945525 -6.673011881323098 -5.879288299757772 -4.739242506112522 -5.607721247105884 
