0 -5.373690511891931 -5.312650395448977 -5.460330218687969 -5.539188566548147 -5.45349056110279 -5.441713442994287 -5.469955545828268 -5.475411541523596 -5.437189542577357 -5.480281992249299 -5.482245777060546 -5.48438651643867 -5.465352649269901 -5.33546053385178 -5.785111041396718 -1.4422210562371585 -1.0034842348740798 -5.3246928423049456 0.5380531846766803 -4.748164659944444 -3.0250625577824892 
1 -6.313253481925488 -6.344695877627368 -6.322450815568158 -6.310189055912355 -6.323037853662892 -6.269961639435691 -6.512163606739525 -6.50138576923541 -6.739554482869668 -6.262140489594008 -6.702469746930903 -6.409603532574612 -6.656189767273297 -6.598884121929602 -6.494024299129591 -6.519652397972822 -0.7270450940791471 -0.5886358328857372 -2.991442160574212 -1.376541339127168 0.27047235736687975 
2 -1.0328681705380724 -4.981052604568602 -6.024896354724614 -5.990627814852486 -4.812194290480768 -4.622676275884779 -5.779226271294716 -5.4042824495621495 -5.9037142288967495 -5.90219309980396 -6.229235077237387 -5.305915283134358 -4.041243581633598 -5.312089809976801 -3.1030742062596803 -4.024341225610125 -0.5176106629674947 -5.7246404964181705 0.7931500906567244 0.3103024991585137 -0.35057942439339923 
3 -2.803627847356346 -3.073292463179882 -2.927520623300858 -2.906350288579402 -3.3828421105420965 -3.366162559372018 -3.3461667559041155 -3.3666821245415752 -3.4122824694954166 -3.364973232756093 -6.018027088546023 -3.7316966031553065 -3.739236691915951 -4.449591018484668 -6.016052424415019 -5.815873628854309 -3.7622164506451568 -4.789054811944189 -1.5248272362208983 0.05099491294559895 -1.0103910362855864 
4 -5.766545344153767 -5.788226458101623 -5.736015888877117 -5.8147077343205975 -5.648000505766677 -5.654897776203387 -5.655952578460842 -5.623622544711022 -5.680086417462041 -5.688893340066787 -5.660002466997714 -5.7531646292304774 -5.6427725403656535 -5.7326832728892185 -5.6257662646985604 -5.547488970310998 -5.7243539281048195 -6.764549582836094 -5.487254770410073 -1.38519914163222 -5.657811281258199 
5 -1.5462029233813865 -1.4959219684114697 -4.943096377948778 -5.2417062037256015 -5.460694734895981 -5.946007441538233 -6.182432472372346 -6.217865329704203 -6.340663275164862 -6.230784338006314 -6.787598022380659 -6.283525969025832 -5.796826954375213 -5.802250721063293 -5.970175665153074 -5.264914628841187 -3.127340208783358 -5.392163211485531 -6.205986426752201 -5.838658032842651 1.3717176091035361 
6 -5.217127820129384 -5.340731240995752 -5.339520327892472 -5.346061108271585 -5.339348679928561 -5.330376289556215 -5.351328972809503 -5.355418065157999 -5.342524709323308 -5.376025998245171 -5.399348446094695 -6.378803096669558 -6.177525125241559 -5.9738098294401105 -5.1251429282789935 -5.950966447239644 -6.5149248929044825 -2.8309986905152065 -5.525451057838264 -0.3618582717026291 -1.30834279592619 
7 -5.353517315591412 -5.428060804958408 -5.400658866894475 -5.453724164880668 -5.517147241641535 -5.774360424651097 -5.665862996078485 -5.480231275673674 -5.2742053445914285 -5.3302935807581555 -5.645595580449433 -4.851841548388586 -6.817395010426386 -5.593047978202835 -1.6206234867112808 -6.01504804118045 -5.57623784432534 -6.434412634075821 -0.8104628814586965 -3.5791405390409103 -0.17161288109030706 
8 -3.1203710398765536 -4.760567266402208 -5.813662755827073 -5.820061642068919 -6.115687112101032 -6.031836445812084 -7.106597214812726 -6.1006935264081505 -6.218086974012035 -5.872071238358822 -6.21467585582084 -6.079993300648269 -1.617807593624229 -6.0320270564544884 -5.655791881924336 -2.540127308829331 -5.385232806488593 -5.458695323261269 -6.17451972434864 -4.3518860631868845 -0.3692492374518879 
9 -2.9896810488254246 -5.301375555123071 -5.281867312711749 -6.324748371059358 -6.323343923763581 -6.958589268185297 -6.683277945735532 -6.787080850354513 -5.580517239316937 -6.618511360234425 -6.611457540079909 -6.9204697372750426 -6.771784360050282 -6.292306600332541 -6.101840429763974 -6.475416293611556 -5.710501682688145 -6.304667643901304 -0.09579635284619792 0.26815151554751937 -0.08461679531850397 
