0 65 36 22 14 11 57 199 199 199 199 199 199 199 
1 45 26 17 69 199 199 199 199 199 199 199 199 199 
2 44 71 41 25 31 35 199 199 199 199 199 199 199 
3 61 63 42 27 21 199 199 199 199 199 199 199 199 
4 59 35 24 199 199 18 199 199 199 199 199 199 199 
5 54 45 36 22 16 199 199 199 199 199 199 199 199 
6 47 27 17 86 199 48 199 199 199 199 199 199 199 
7 83 53 35 199 199 199 199 199 199 199 199 199 199 
8 31 24 20 56 79 199 199 199 199 199 199 199 199 
9 40 23 30 48 33 199 199 199 147 199 199 199 199 
10 22 14 10 8 7 199 199 199 199 199 199 199 199 
11 64 37 25 18 199 199 199 199 199 199 199 199 199 
12 38 22 15 87 199 34 199 199 199 199 199 199 199 
13 81 44 27 18 15 199 199 199 199 199 199 199 199 
14 34 20 15 15 13 23 199 199 199 199 199 199 199 
15 16 13 48 28 21 25 199 199 199 199 199 199 199 
16 16 50 30 68 23 24 26 199 199 199 199 199 199 
17 64 55 45 32 23 34 199 199 199 199 199 199 199 
18 52 31 19 12 10 9 130 199 199 199 199 199 199 
19 20 15 13 12 13 43 199 199 199 199 199 199 199 
20 10 12 41 26 199 199 199 199 199 199 199 199 199 
21 20 59 35 21 15 12 10 199 199 199 199 199 199 
22 43 29 22 15 199 199 199 63 199 199 199 199 199 
23 60 37 24 16 102 199 199 199 199 199 199 199 199 
24 29 19 45 27 22 32 199 199 199 199 199 199 199 
25 36 23 17 13 11 10 11 199 199 199 199 199 199 
26 146 74 43 24 199 199 199 199 199 199 199 199 199 
27 43 31 24 17 39 199 199 199 152 199 199 199 199 
28 57 32 21 26 199 199 92 176 199 199 199 199 199 
29 81 46 29 18 13 17 25 199 199 199 199 199 199 
30 49 33 24 18 21 34 199 199 199 199 199 199 199 
31 31 17 11 53 76 66 199 199 199 199 199 199 199 
32 36 22 15 11 199 199 199 199 199 199 199 199 199 
33 46 32 24 17 15 46 199 199 199 199 199 199 199 
34 5 62 36 21 199 199 117 21 199 199 199 199 199 
35 48 37 31 23 18 15 199 199 199 199 199 199 199 
36 48 28 18 26 199 199 199 199 199 199 199 199 199 
37 34 20 13 17 64 199 199 199 199 199 199 199 199 
38 75 45 30 20 15 13 199 199 199 199 199 199 199 
39 34 56 37 24 19 199 199 199 199 199 199 199 199 
40 66 35 21 13 10 199 199 199 199 199 199 199 199 
41 4 107 60 34 25 20 17 199 199 199 199 199 199 
42 70 39 24 15 12 10 16 23 199 199 199 199 199 
43 41 23 15 10 8 7 129 199 199 199 199 199 199 
44 46 27 20 15 13 16 199 199 46 71 199 199 199 
45 33 37 26 18 32 199 199 199 199 199 199 199 199 
46 16 11 8 6 199 103 199 199 199 199 199 199 199 
47 40 35 26 57 33 199 199 199 199 199 199 199 199 
48 65 44 40 24 18 199 199 199 199 199 199 199 199 
49 47 32 22 64 78 35 199 199 199 199 199 199 199 
50 41 53 34 23 33 199 199 199 199 199 199 199 199 
51 31 50 29 17 13 37 199 199 199 199 199 199 199 
52 28 19 17 13 11 22 32 199 199 199 199 199 199 
53 77 59 41 26 20 199 199 199 199 199 199 199 199 
54 41 24 17 29 22 18 199 199 199 199 199 199 199 
55 35 20 87 41 32 199 199 199 199 199 199 199 199 
56 37 24 18 14 27 199 199 199 199 199 199 199 199 
57 46 28 20 199 70 199 199 199 199 199 199 199 199 
58 21 22 19 14 11 199 199 199 199 199 199 199 199 
59 35 30 38 23 18 199 168 199 199 199 199 199 199 
60 46 27 18 14 199 199 199 199 199 199 199 199 199 
61 34 35 53 29 22 199 199 199 199 199 199 199 199 
62 83 73 48 33 199 199 199 199 199 199 199 199 199 
63 39 24 16 11 9 9 67 199 199 199 199 199 199 
64 26 17 12 36 199 140 199 199 199 199 199 199 199 
65 64 37 23 15 21 199 199 199 199 199 199 199 199 
66 25 17 12 9 199 199 199 199 199 199 199 199 199 
67 103 55 35 22 49 199 199 199 199 199 199 199 199 
68 27 22 38 45 98 199 199 193 199 199 199 199 199 
69 88 84 49 29 22 18 199 199 199 199 199 199 199 
70 17 43 27 91 40 55 199 199 199 199 199 199 199 
71 42 36 24 15 199 199 199 199 199 199 199 199 199 
72 30 76 47 30 23 24 199 199 34 199 199 199 199 
73 76 38 23 15 21 199 199 199 199 199 199 199 199 
74 53 27 17 13 199 199 199 199 199 199 199 199 199 
75 48 42 47 84 199 199 199 199 199 199 199 199 199 
76 35 27 21 15 12 10 199 199 199 199 199 199 199 
77 4 32 21 14 163 199 199 199 199 199 199 199 199 
78 43 50 29 17 199 74 199 199 199 199 199 199 199 
79 63 41 47 30 23 21 199 199 199 199 199 199 199 
80 36 24 19 18 199 199 199 199 199 199 199 199 199 
81 40 27 19 13 199 199 199 199 61 199 199 199 199 
82 29 18 16 32 39 199 27 199 199 199 199 199 199 
83 77 49 32 133 68 199 199 199 199 199 199 199 199 
84 62 38 45 31 108 199 199 199 199 199 199 199 199 
85 16 18 35 22 33 199 199 199 199 199 199 199 199 
86 104 52 57 32 23 199 127 199 199 199 199 199 199 
87 60 30 18 50 199 199 199 199 199 199 199 199 199 
88 35 45 29 18 14 12 199 199 199 199 199 199 199 
89 49 29 20 13 199 199 199 199 199 199 199 199 199 
90 61 32 19 36 199 199 16 199 199 199 199 199 199 
91 19 17 51 33 25 35 199 199 199 199 199 199 199 
92 29 19 13 199 199 18 18 199 199 199 199 199 199 
93 30 22 20 26 20 19 199 199 199 199 199 199 199 
