initNo 0.01 0.025 0.05 0.075 0.1 0.125 
0 199 199 104 107 98 89 
1 199 199 125 104 95 101 
2 199 199 137 199 125 101 
3 185 125 199 155 197 173 
4 199 188 199 167 98 89 
5 199 152 116 83 56 71 
6 199 199 188 92 199 89 
7 199 199 152 116 95 86 
8 199 199 86 98 89 185 
9 199 179 119 134 113 95 
10 199 116 92 92 74 68 
11 199 143 95 92 80 71 
12 199 122 86 80 86 110 
13 199 134 98 86 62 74 
14 199 199 173 110 86 83 
15 199 161 104 86 77 62 
16 199 185 199 167 173 62 
17 199 199 134 122 104 92 
18 199 199 199 152 170 134 
19 199 161 104 83 74 68 
20 199 149 199 110 86 77 
21 199 188 128 77 80 59 
22 199 179 113 128 98 98 
23 199 164 116 83 89 71 
24 199 170 158 95 98 116 
25 199 173 107 98 83 62 
26 199 185 116 92 80 65 
27 199 161 95 77 71 62 
28 199 152 101 86 47 86 
29 199 158 107 101 95 92 
30 199 167 92 89 86 77 
31 199 199 122 92 77 101 
32 199 199 113 68 95 74 
33 199 194 152 149 125 119 
34 199 161 83 77 68 74 
35 199 197 170 125 86 80 
36 199 170 95 62 74 47 
37 199 191 119 92 77 86 
38 199 173 122 143 134 116 
39 199 199 199 164 119 74 
40 199 149 101 104 116 110 
41 199 199 199 199 86 77 
42 199 199 158 140 131 113 
43 199 199 107 83 77 71 
44 199 143 86 71 89 89 
45 199 199 140 95 86 47 
46 199 199 170 62 119 110 
47 199 199 173 182 62 182 
48 199 199 164 74 89 86 
49 199 199 199 77 68 41 
50 199 137 92 83 71 71 
51 199 188 137 197 152 95 
52 199 137 107 92 89 98 
53 199 199 113 71 101 71 
54 199 131 77 80 62 89 
55 199 199 137 38 89 86 
56 199 137 92 74 77 68 
57 199 199 128 113 77 119 
58 199 125 101 95 101 50 
59 199 199 199 179 158 113 
60 199 128 86 83 104 83 
61 199 199 47 80 74 71 
62 199 167 199 164 197 104 
63 199 197 95 89 80 86 
64 199 176 116 83 80 71 
65 199 182 104 107 89 77 
66 199 149 199 158 125 101 
67 199 199 149 110 98 86 
68 199 182 113 199 152 134 
69 199 199 155 119 110 101 
70 199 104 86 56 68 80 
71 199 179 179 116 95 128 
72 199 199 143 158 95 199 
73 199 176 113 83 80 74 
74 199 155 98 71 41 68 
75 199 199 77 143 101 77 
76 199 161 155 65 86 95 
77 199 131 104 92 77 77 
78 199 197 170 152 128 107 
79 199 199 134 104 107 98 
80 199 199 77 59 50 74 
81 199 188 146 158 125 98 
82 199 161 176 134 110 104 
83 199 199 199 164 128 68 
84 199 199 128 98 83 80 
85 199 164 110 149 110 122 
86 199 199 152 110 92 95 
87 199 155 119 50 92 86 
88 199 167 89 74 83 80 
89 199 146 107 95 86 89 
90 199 199 199 89 65 77 
91 199 146 98 89 89 95 
92 199 179 146 107 95 83 
93 199 199 128 98 101 59 
94 199 199 125 86 80 59 
95 199 199 161 182 143 116 
96 199 199 173 158 199 113 
97 199 199 119 92 80 71 
98 199 199 152 140 80 77 
99 199 137 86 74 77 71 
100 199 199 107 143 104 71 
101 199 199 152 110 107 149 
102 199 155 104 86 98 77 
103 199 199 191 161 122 95 
104 199 128 83 146 35 86 
105 199 152 95 74 65 83 
106 199 199 101 101 199 116 
107 199 98 197 137 134 59 
108 199 197 137 161 116 62 
109 199 199 199 161 143 137 
110 199 199 161 107 89 101 
111 199 167 89 62 80 92 
112 199 173 119 104 110 62 
113 199 182 98 89 89 89 
114 199 176 110 77 83 89 
115 199 199 110 128 128 104 
116 199 199 199 134 62 77 
117 199 199 131 104 95 89 
118 199 199 176 113 122 152 
119 199 173 101 89 98 89 
120 199 199 185 146 113 107 
121 199 199 134 95 80 77 
122 199 199 95 143 155 131 
123 199 128 77 83 101 89 
124 199 179 107 80 80 80 
125 199 188 104 98 65 74 
126 199 176 101 83 68 83 
127 199 137 155 11 83 137 
128 199 199 137 128 113 125 
129 199 199 119 179 92 98 
130 199 199 170 137 122 29 
131 199 199 199 14 41 35 
132 199 197 134 119 107 101 
133 199 122 179 199 197 116 
134 199 199 146 116 125 89 
135 199 199 149 53 125 107 
136 199 199 152 98 122 74 
137 199 146 92 92 77 74 
138 199 199 152 128 119 56 
139 199 146 107 89 95 74 
140 199 143 95 80 77 71 
141 199 119 199 191 101 161 
142 199 199 140 113 95 74 
143 199 170 104 92 83 74 
144 199 197 86 68 89 92 
145 199 188 104 113 110 89 
146 199 199 185 191 77 119 
147 199 199 77 68 68 68 
148 199 199 128 83 86 104 
149 199 164 158 170 68 83 
150 199 149 101 83 56 125 
151 199 199 158 140 113 176 
152 199 173 101 11 77 77 
153 199 199 167 98 101 146 
154 199 179 199 176 179 173 
155 199 149 199 179 86 89 
156 199 173 199 68 98 71 
157 199 155 86 74 149 74 
158 199 173 113 107 107 92 
159 199 149 199 143 134 122 
160 199 199 143 95 80 86 
161 199 199 116 71 59 50 
162 199 152 128 119 125 125 
163 199 170 107 80 101 104 
164 199 131 119 86 56 74 
165 199 128 80 65 71 83 
166 199 199 199 161 131 140 
167 199 199 179 68 47 167 
168 199 152 92 86 128 95 
169 199 199 116 92 95 77 
170 199 199 176 104 199 179 
171 199 182 101 68 83 89 
172 199 199 152 125 113 140 
173 199 149 74 56 50 71 
174 199 199 146 98 92 80 
175 199 199 65 83 56 74 
176 188 83 80 80 68 80 
177 199 199 95 98 86 101 
178 199 146 140 83 83 77 
179 199 199 199 170 98 80 
180 199 199 199 149 116 95 
181 199 199 131 104 107 92 
182 199 125 53 89 68 74 
183 179 113 199 182 199 104 
184 199 98 83 86 83 77 
185 199 199 149 122 199 134 
186 199 199 173 188 143 107 
187 199 199 152 101 77 86 
188 199 199 128 101 95 74 
189 199 125 92 80 101 89 
190 199 199 161 116 89 68 
191 199 199 113 89 77 86 
192 199 185 164 77 74 56 
193 199 199 199 199 122 110 
194 199 199 137 104 71 89 
195 199 199 131 95 155 113 
196 199 152 113 110 83 92 
197 199 143 98 47 44 101 
198 199 119 92 83 89 71 
199 199 164 101 89 77 71 
