0 -5.806608637946864 -5.22660362541534 -4.99838021044424 
1 -4.2031480276274324 -5.321870390686177 -5.20537357521484 
2 -1.1676694161151087 -1.1679372739259593 -1.557614167969578 
3 -5.041031354078415 -5.418954707223975 -2.582872697620114 
4 -5.184966130319584 -5.0140722151329875 -4.24432165905354 
5 -4.22141682026517 -5.004864109583941 -4.534001729229152 
6 -5.751443642492311 -3.832693280399182 -4.0626554011442275 
7 -4.990461847276826 -4.533293258197646 -4.758178871092731 
8 -5.650590775629509 -4.556059396109453 -4.664803227879203 
9 -5.713710235055717 -2.859519936364381 -4.433947315032894 
10 -5.09102397017005 -5.293138181944961 -3.5131802533103933 
11 -4.618166188492874 -5.0402837976687325 -4.256292005591309 
12 -4.937356844826575 -3.4388700069528446 -3.5142259292708027 
13 -5.254372131997308 -5.2291568061037825 -4.937979518275525 
14 -5.0147510443198735 -6.171037466794564 -2.5152586778954023 
15 -4.653150494919689 -4.681731246776881 -3.985833016998221 
16 -2.123394167082627 -5.03878849754363 -3.3592748682424354 
17 -5.202584446814594 -4.836072991949544 -4.995588974657578 
18 -2.3145717032709667 -2.3469135321470582 -2.3563404228016336 
19 -4.731099954563913 -3.616780860053346 -5.202831220965131 
20 -4.741281662385135 -4.760826925833365 -2.5615290996475792 
21 -5.314848772599942 -5.420845533893747 -5.699237984192704 
22 -5.587068111620375 -5.655904089240366 -5.025268229291913 
23 -5.31017440769976 -4.572040344732461 -3.3575503252166508 
24 -5.012712034865059 -5.062555362534969 -3.8139670101259897 
25 -5.495728735858184 -4.07707267081146 -1.6647967281002194 
26 -4.936119986936125 -5.248860068017591 -3.7777006668431943 
27 -4.834879814757153 -5.028023991898236 -4.713091910810269 
28 -4.501321497005161 -5.015136453580627 -4.998029037792978 
29 -1.5908178154848378 -1.5024403749411634 -1.4244053846434337 
30 -5.617527152767339 -5.3600248673394395 -4.256880096094267 
31 -5.026470927710755 -5.27646330703005 -2.8752818228072834 
32 -4.8352755775626495 -4.731691709249332 -4.602877951149979 
33 -4.412027673485357 -4.707465045072705 -5.446288457766533 
34 -5.409838474861472 -5.14198723621172 -2.4648776533306536 
35 -1.691915635264427 -1.6203981769190652 -1.5526361454384368 
36 -5.456245654236127 -4.965602197293884 -5.194315398405603 
